,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8124538564967608,8.0,0.2897690369703763,21.0,0.838324473079593,28.0,0.9498782371109525,0.9477070571449401,0.9803188773920828
1,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.7904473780711403,31.0,0.273320039339063,29.0,0.8414623336415724,25.0,0.9550709788548348,0.9533639520073779,0.976600728755502
2,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'entropy'}",0.8089958440288474,13.0,0.28159718002585793,27.0,0.8338604107738613,30.0,0.8069315751960087,0.8007349022894179,0.8689915509651451
3,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'gini'}",0.7991027991688059,23.0,0.27293965006934107,30.0,0.8396449940942435,26.0,0.8112645521501545,0.8060764086502884,0.8701163311016664
4,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'entropy'}",0.8013372448355949,21.0,0.27493620047289,28.0,0.8345919677501656,29.0,0.9743971252078879,0.9738014058042909,0.9960159387271791
5,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'gini'}",0.7916752230778633,30.0,0.2702438759973603,31.0,0.8269791350980669,32.0,0.9765784628177714,0.9761039570578858,0.9960026470951779
6,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.8324966385527443,1.0,0.3060740749653517,2.0,0.8390932696716089,27.0,0.984757365169874,0.9845316651764856,0.9994036669494244
7,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'gini'}",0.7956288962229555,27.0,0.2665621236837496,32.0,0.830713948982552,31.0,0.9885617129959611,0.9884474856053636,0.9991729962197755
8,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.8124740251802958,7.0,0.3047765653772016,3.0,0.8603587593313543,16.0,0.9580556545497743,0.9561998899637464,0.9851137457244095
9,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'gini'}",0.797624373548466,25.0,0.2929501320040227,18.0,0.8660692640986987,8.0,0.959963768115942,0.958276916835929,0.9810288382806875
