,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.9411147781444811,1.0,0.03863636363636363,23.0,0.5360807291666667,23.0,0.53125,0.07976539589442816,0.532211424858223
1,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.1}",0.9109277594426108,2.0,0.4612174884722589,1.0,0.8815382423639605,3.0,0.8491090520313614,0.8350724708644707,0.9053969867765032
2,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.25}",0.8936083608360837,3.0,0.41782267607369555,2.0,0.8789371127585064,5.0,0.8733532311712995,0.8634698376316516,0.9227201130015127
3,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.5}",0.8760536609216478,8.0,0.386313025697622,7.0,0.8640578108487194,8.0,0.8929822998336897,0.8853476547311349,0.9353922839601818
4,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",0.8597268060139347,12.0,0.3582189467385615,12.0,0.8508411162074163,14.0,0.9044161320978855,0.8984533289311761,0.9424764209424126
5,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 2}",0.8332624373548467,20.0,0.30610156935986627,20.0,0.8310545660823075,20.0,0.9207501781895937,0.9165220203095705,0.9529837182098729
6,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.8854522674489671,5.0,0.40004570747217805,4.0,0.878118147994892,6.0,0.8485833927298645,0.8363155945992963,0.9100605210734629
7,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.8673878498961007,9.0,0.3636830282451725,9.0,0.8621258659509822,10.0,0.8785608220479924,0.8707969997728565,0.9319288239699197
8,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.25}",0.85353990954651,14.0,0.3457091035915984,13.0,0.8622491631892639,9.0,0.900876098835828,0.8942839196373713,0.9456906302211865
9,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.5}",0.8389359491504707,19.0,0.31403882618264806,19.0,0.8423707039182622,17.0,0.9180283321454027,0.9128940146296873,0.9515468753360372
10,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 1}",0.8456136169172472,17.0,0.3319483683702532,16.0,0.8557155945970099,12.0,0.9150317771442149,0.9100578852682885,0.9509380275957919
11,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 2}",0.8226017601760176,22.0,0.29557777315561057,21.0,0.8380439099799515,19.0,0.9212758374910907,0.9174080559760597,0.9560558229369647
12,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.6801723505683902,24.0,0.02915227212330588,24.0,0.5,24.0,0.5,0.2,0.5
13,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.8879275149737197,4.0,0.4097049197128637,3.0,0.8854339209302087,2.0,0.8624851508671894,0.8522412436723732,0.9139947661781248
14,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.25}",0.8837183718371838,6.0,0.39901604058139417,5.0,0.8856129124639956,1.0,0.881827631266334,0.8734839749610567,0.9242978706265934
15,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.5}",0.8671391027991687,10.0,0.3668531788527372,8.0,0.8537057319188011,13.0,0.893797517224994,0.8867427971879909,0.9340361172292786
16,"{'solver': 'saga', 'penalty': 'l1', 'C': 1}",0.8584842928737318,13.0,0.3610226274833384,11.0,0.8645284128732541,7.0,0.901958600617724,0.8963810168594536,0.9442718048860922
17,"{'solver': 'saga', 'penalty': 'l1', 'C': 2}",0.8396760787189829,18.0,0.3217273954477336,17.0,0.8420774599548262,18.0,0.920756117842718,0.9165528341811662,0.9519437982743225
18,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.01}",0.8785227967241169,7.0,0.3944330226912695,6.0,0.881042821753647,4.0,0.8447805298170588,0.835619686581379,0.9050888969054449
19,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.1}",0.8616984476225399,11.0,0.3619925383224429,10.0,0.8614273677745141,11.0,0.8839659063910668,0.8765128253343211,0.9315173473644622
20,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.25}",0.847348123701259,16.0,0.3341282660178998,15.0,0.8465116138451139,15.0,0.9008567949631742,0.8948856224766439,0.9447205629048355
21,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.5}",0.8500629507395183,15.0,0.34123147673570553,14.0,0.846352584189409,16.0,0.9065766809218342,0.901217073820043,0.9458260305252306
22,"{'solver': 'saga', 'penalty': 'l2', 'C': 1}",0.8332441021879966,21.0,0.31546560438328025,18.0,0.8252758100017094,21.0,0.9139329413162273,0.9096124638535279,0.9502103688005276
23,"{'solver': 'saga', 'penalty': 'l2', 'C': 2}",0.8183999511062219,23.0,0.2852491301706607,22.0,0.8236149794787911,22.0,0.9218430743644571,0.9178786846894968,0.9559901133634094
