,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.9386395306197286,1.0,0.02727272727272727,24.0,0.5224869791666666,24.0,0.5320652173913043,0.08103448275862069,0.5332097707939509
1,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.1}",0.9139047793668256,2.0,0.4665441651071481,1.0,0.884319192381315,3.0,0.8453240080779283,0.8291796609134131,0.9045849738643972
2,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.25}",0.8911398362058426,5.0,0.4195151243085884,4.0,0.8839339866576527,4.0,0.8632795794725588,0.8531890678726517,0.917409882918486
3,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.5}",0.8871745507884123,7.0,0.4067556606310383,5.0,0.8730058107269778,14.0,0.8665701473033973,0.8567491134692491,0.9197127826771802
4,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",0.872587703214766,12.0,0.3762975718341653,13.0,0.8675459428359028,18.0,0.8733606557377047,0.8649766394193611,0.9241765997539835
5,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 2}",0.8703593692702605,16.0,0.37635902364704127,12.0,0.8635067728407726,19.0,0.8782846281777145,0.8707856761843878,0.9274358586786757
6,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.8894138858330278,6.0,0.40617225526919143,6.0,0.8782709529702328,8.0,0.8417854597291518,0.8280349770734066,0.8984033659131562
7,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.8785166850018336,11.0,0.38930756444025044,9.0,0.8844754553325356,1.0,0.8622030173437871,0.852860195862422,0.9194082618987383
8,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.25}",0.8720920425375871,14.0,0.3725388378860178,16.0,0.8683220293461705,17.0,0.8730933713471133,0.8650355229483786,0.9262937208619725
9,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.5}",0.8807437966018824,10.0,0.38835728604270253,11.0,0.876188038932664,11.0,0.8714495723449751,0.8636543752238068,0.9237389766885761
10,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 1}",0.8661587825449211,19.0,0.3608722139803828,19.0,0.8624542878577127,20.0,0.8660355785222142,0.8578372754761874,0.9237855760738185
11,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 2}",0.857489304486004,23.0,0.33904562211417805,22.0,0.8485987273159372,22.0,0.8777396650035639,0.8702433319402708,0.926521482622161
12,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.7572038870553722,24.0,0.05405310971348708,23.0,0.5396369513862986,23.0,0.5286885245901639,0.21078998073217728,0.5301024216907044
13,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.9000421708837549,3.0,0.43178241526102223,2.0,0.8816394375349683,6.0,0.8529460679496316,0.8417072019012052,0.9046552957006705
14,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.25}",0.8941113555800024,4.0,0.41963124030902305,3.0,0.8731500347092711,13.0,0.8649352577809456,0.85428823196139,0.913128583477824
15,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.5}",0.8854449333822272,8.0,0.40456810435427615,7.0,0.8746452563564591,12.0,0.8681738536469469,0.8592380660709169,0.9222802118960315
16,"{'solver': 'saga', 'penalty': 'l1', 'C': 1}",0.8688687202053538,18.0,0.3761785297633007,14.0,0.8768744293368458,9.0,0.8698250772154905,0.8619205193510433,0.9243847455945244
17,"{'solver': 'saga', 'penalty': 'l1', 'C': 2}",0.872086541987532,15.0,0.37402966736418064,15.0,0.871877700329479,15.0,0.8782727488714659,0.8703803107129889,0.9246303344283662
18,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.01}",0.8834714582569367,9.0,0.3984142635328851,8.0,0.8790575712511398,7.0,0.8385231052506533,0.8284593226009275,0.8963301735338314
19,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.1}",0.8723383449456055,13.0,0.3888486115900574,10.0,0.8818401442183161,5.0,0.8684604419101924,0.8602239438555899,0.920602040714664
20,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.25}",0.8649119911991198,20.0,0.3683487509604835,17.0,0.8843878192799641,2.0,0.8706551437396056,0.8627980691938786,0.9223766962885168
21,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.5}",0.8696131279794648,17.0,0.36658114654273166,18.0,0.8697336589593954,16.0,0.872027203611309,0.8650232268274556,0.9232347094521092
22,"{'solver': 'saga', 'penalty': 'l2', 'C': 1}",0.8589817870675956,22.0,0.3474727776020943,20.0,0.876243368165641,10.0,0.8790968757424567,0.8718862291437945,0.9261934129236268
23,"{'solver': 'saga', 'penalty': 'l2', 'C': 2}",0.8609583180540277,21.0,0.3466093169389147,21.0,0.8574888805677299,21.0,0.8796284746970778,0.8727915735953286,0.9274452701853516
