,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'kernel': 'linear', 'C': 0.01}",0.8381890966874466,1.0,0.3110759013965936,1.0,0.8361920772851134,3.0,0.9444449394155381,0.9412849594305875,0.9825945305884656
1,"{'kernel': 'linear', 'C': 0.1}",0.7558098032025424,4.0,0.22876987186833678,5.0,0.7634576083887645,7.0,0.9817533856022809,0.9813984943566268,0.9942802961716517
2,"{'kernel': 'linear', 'C': 0.25}",0.7295831805402762,8.0,0.21180090559189252,8.0,0.7553512354816817,8.0,0.9899204086481348,0.9898099851615145,0.9973594653057649
3,"{'kernel': 'linear', 'C': 0.5}",0.7031145336755896,11.0,0.1937746601157798,11.0,0.7547736774213603,9.0,0.9940083749109053,0.9939695426278904,0.9989537922469648
4,"{'kernel': 'linear', 'C': 1}",0.707826060383816,10.0,0.19947801087209843,10.0,0.7546178920463966,10.0,0.9953715253029225,0.9953454271530686,1.0
5,"{'kernel': 'linear', 'C': 2}",0.6875345312309008,12.0,0.18393741955985007,12.0,0.7186387393022917,11.0,0.9980918864338323,0.9980866708969431,1.0
6,"{'kernel': 'rbf', 'C': 0.01}",0.7313170761520597,7.0,0.20265137712237385,9.0,0.45749548569019644,12.0,0.7279401282965074,0.7128835972116253,0.4546847903154979
7,"{'kernel': 'rbf', 'C': 0.1}",0.7201876298740985,9.0,0.21323462946528107,7.0,0.784585692074371,6.0,0.7489085887384176,0.7453709856580951,0.8289863854849131
8,"{'kernel': 'rbf', 'C': 0.25}",0.7323053416452756,6.0,0.22376338036845342,6.0,0.8032518742034999,5.0,0.7924893086243763,0.789937962343686,0.8759059117156575
9,"{'kernel': 'rbf', 'C': 0.5}",0.7506154504339324,5.0,0.23662382153309441,4.0,0.8206372939460813,4.0,0.8357908648134948,0.8309687147923814,0.9128162172046901
10,"{'kernel': 'rbf', 'C': 1}",0.7805433321109889,3.0,0.26823574315961796,3.0,0.8455130091772348,1.0,0.9202007602755998,0.9140691370915703,0.9547620355290747
11,"{'kernel': 'rbf', 'C': 2}",0.7916703337000367,2.0,0.28069437957093446,2.0,0.8445779359121802,2.0,0.9441598360655737,0.9408112707141797,0.9735784442537094
