,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.8515591003544799,18.0,0.3427811261287118,28.0,0.8448073012181918,79.0,0.9057881919695892,0.90186015067571,0.9520023214179572
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.8503233101087886,21.0,0.34561767721226605,24.0,0.8456346761806331,77.0,0.9199349607982894,0.916925226758328,0.9714986244478128
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.8574948050360591,10.0,0.35405755195691563,15.0,0.8521424030406874,74.0,0.9384577690662865,0.9363583897718344,0.9815176489599102
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.8332434910157682,47.0,0.3182129354981115,51.0,0.8609740815318185,63.0,0.9768472321216441,0.9763434777040019,0.998316552684314
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.819891822515585,54.0,0.31413184461390714,52.0,0.8739599910895602,31.0,0.985287479211214,0.9851264781686945,0.9993241683032112
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.8362082874954162,45.0,0.32281895589057696,46.0,0.8536368379012288,72.0,0.9090356973152769,0.904769001440644,0.9501199818486373
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.843387727661655,34.0,0.3333357678471712,38.0,0.8451776875077707,78.0,0.926476003801378,0.9237734481428248,0.9730068290646716
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.8517968463513018,17.0,0.34633242688442545,22.0,0.8644441587081417,56.0,0.9466143977191731,0.9445764407004578,0.9844863787712279
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8324978608972009,48.0,0.3187890989771087,49.0,0.8640334504123667,58.0,0.977935673556664,0.9774861754849076,0.9983245802211188
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.8055384427331621,70.0,0.2928197203562201,68.0,0.8736700610196756,34.0,0.9891037063435496,0.988983351426153,0.9995585453185516
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.8409161471702726,39.0,0.3258807863937461,43.0,0.8590410195913112,67.0,0.9076844262295083,0.9033626705266263,0.9538077803871186
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.854031903190319,15.0,0.35523050160924813,13.0,0.8676613187839323,51.0,0.9308431337609886,0.9282333792249482,0.9775987185448869
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.8540435154626576,14.0,0.35363025230085865,16.0,0.8668489882830308,53.0,0.9408959966737944,0.9385796836395869,0.9819495670689289
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.839685246302408,41.0,0.33706003321534084,35.0,0.8901936547437732,1.0,0.9801125564267046,0.9797052815752991,0.9981972763811621
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.8087672656154504,65.0,0.2881843137383433,76.0,0.8603947208234904,65.0,0.9866565692563555,0.9865023717627533,0.9996455455286336
