,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8515548221488816,4.0,0.34364286964499746,13.0,0.8691701027873618,29.0,0.9479790330244715,0.9453744388821927,0.9817020359674572
1,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.8223615694902824,28.0,0.3156342878662831,29.0,0.8680758104550023,30.0,0.9556025778094559,0.9538972986638757,0.9831260606599035
2,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'entropy'}",0.8359638186040825,16.0,0.33293441576327026,18.0,0.8807809051737536,27.0,0.8447760750772154,0.8408141711033593,0.895685634955622
3,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'gini'}",0.827560811636719,25.0,0.31958397703723235,27.0,0.8647740708146836,31.0,0.8354998218104065,0.8307015302846553,0.8928234362063897
4,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'entropy'}",0.832522307786334,19.0,0.3206936304642764,26.0,0.8818872372844917,25.0,0.9760409242100261,0.9756377155828894,0.9972740026194872
5,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'gini'}",0.8325051949639407,21.0,0.3219529352620639,24.0,0.8592261006270979,32.0,0.9803946899501069,0.9801436968476593,0.998346295887172
6,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.8295416208287495,23.0,0.3250117247250632,22.0,0.8890013653824236,15.0,0.9782103825136612,0.9781081949813208,0.9978333579689936
7,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'gini'}",0.823093142647598,27.0,0.3077822078560995,31.0,0.8746210659048759,28.0,0.9765814326443335,0.9763922918958811,0.9982550998004251
8,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.8480955873365115,7.0,0.3529921709633526,6.0,0.8944760478508744,7.0,0.9580586243763364,0.956200100974943,0.9884037757636864
9,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'gini'}",0.8394242757609096,12.0,0.34729151698364935,9.0,0.8916530476488355,11.0,0.9605072463768117,0.9588576280527503,0.9891391182090319
10,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'entropy'}",0.8443772154993278,9.0,0.3481726136974314,8.0,0.8822862635793547,24.0,0.8540434188643384,0.8507357610037897,0.9070119731602471
11,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'gini'}",0.8532862730717516,3.0,0.35605359184232444,4.0,0.8824237229772784,23.0,0.8502346162984082,0.8468962212436442,0.8990034942860085
12,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}",0.8349834983498351,17.0,0.33740453654503516,16.0,0.8978602284854326,2.0,0.9880226894749345,0.9878845918191935,0.9994419839477242
13,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'gini'}",0.8347378071140448,18.0,0.34019642067485484,15.0,0.9005474367591901,1.0,0.9877435257780943,0.9876389649726827,0.9989452913036478
14,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}",0.8208947561422809,31.0,0.315574236799249,30.0,0.8945376762337333,5.0,0.9904594321691611,0.9903871554545735,0.9994155221774287
