,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.8374599682190441,41.0,0.32299048441814526,47.0,0.8566409965381387,76.0,0.8902515443098122,0.8858171824639305,0.9387587253384444
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.8448783767265615,27.0,0.3369413427373456,31.0,0.8775255325218099,13.0,0.9030470420527441,0.8988029744395737,0.9547325511893956
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8540361813959173,6.0,0.34976757969816874,7.0,0.872629190853071,27.0,0.9490674744594916,0.947094663400901,0.9872307982138112
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.829289817870676,56.0,0.3126751069834094,60.0,0.8705686160520019,33.0,0.964044309812307,0.9627609116067299,0.9912378011586881
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.8349914435888032,44.0,0.3194568501315718,51.0,0.8594902715288137,73.0,0.8807154312188168,0.8751233917444333,0.9220671538730999
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.8458648087030924,24.0,0.3401305499434352,27.0,0.86642126289294,50.0,0.8946082798764552,0.889896167539726,0.9387077034940823
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.8624465224300207,1.0,0.3645614119788022,1.0,0.8736140712744518,26.0,0.9030455571394631,0.8979859494471235,0.9557280930680143
18,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.5}",0.8334977386627551,49.0,0.31110910827962074,62.0,0.870523676126238,34.0,0.9531554407222618,0.9515076083358037,0.9867377713722236
19,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 1}",0.8270535386872021,61.0,0.30995289649601165,66.0,0.8614937257812176,67.0,0.965128296507484,0.9639792702725216,0.9922222364398523
20,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.01}",0.8488369392494806,16.0,0.32820739339440375,39.0,0.861285385972274,68.0,0.9011418983131385,0.8967676835460413,0.9581280035008252
21,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05}",0.8456178951228456,25.0,0.34137022370914877,24.0,0.8747424172222742,24.0,0.9501588857210741,0.9481415154875755,0.9864466511952745
22,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.1}",0.8394322209998777,38.0,0.33727293182050105,29.0,0.8824367235743296,4.0,0.9615956878118317,0.9602406463102939,0.9914730926181303
23,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.5}",0.827068206820682,59.0,0.3207315751275423,49.0,0.8783068003297382,11.0,0.968404015205512,0.9674295712467172,0.9947238022225198
24,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 1}",0.822606038381616,67.0,0.31085477816361895,63.0,0.8672099995078536,46.0,0.9681322760750772,0.9672356039704411,0.9949229089753875
25,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.01}",0.8515511551155115,11.0,0.3421559496614648,21.0,0.8639971619019124,57.0,0.8997638987883109,0.8952772393135842,0.9581455112069923
26,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.05}",0.8416556655665566,34.0,0.3365071067358209,32.0,0.8702641984230594,36.0,0.9512517818959372,0.9493382508702553,0.9874037223893624
27,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1}",0.847351790734629,22.0,0.342836482487192,20.0,0.8814086904956173,6.0,0.964045794725588,0.9627895418911855,0.9915054375061846
28,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.5}",0.8228535631340911,66.0,0.31055444303660357,65.0,0.8713136989592399,29.0,0.9686772392492278,0.9677301916805812,0.9953203820530522
29,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 1}",0.8062914069184697,80.0,0.28700169320107705,80.0,0.8511017150006216,79.0,0.9694909717272511,0.9686368403875569,0.99526934803727
30,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.01}",0.853050971763843,9.0,0.34600261324069825,13.0,0.8643407189287269,56.0,0.9057703730102163,0.9015759656205514,0.9582300311814855
31,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.05}",0.8443821048771543,30.0,0.34564727015878827,14.0,0.8797450179892452,8.0,0.9517937752435259,0.9500060955326187,0.986875065170018
32,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.1}",0.8349700525608116,45.0,0.328847487156902,37.0,0.8819308634708234,5.0,0.9645922428130197,0.9634494888034455,0.9921635915820142
33,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.5}",0.8414154748808214,35.0,0.3320708782518925,36.0,0.8606611905668491,70.0,0.9678620218579234,0.9668237817734407,0.9953483611496503
34,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 1}",0.8171623273438454,76.0,0.3048210816538447,75.0,0.86714720065844,47.0,0.9673140888572107,0.9664194624795837,0.9950307549477635
35,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.01}",0.8537764331988754,8.0,0.346213405371351,12.0,0.8576195915703095,75.0,0.9000534568781182,0.8953135652740253,0.958310144749022
36,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.05}",0.8453618139591736,26.0,0.3418444627465601,22.0,0.867595362265065,45.0,0.952604537894987,0.9508877371609327,0.9869372746664382
37,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.1}",0.8436328077252171,32.0,0.3375563069450712,28.0,0.8853118119664097,1.0,0.9613209788548348,0.9600005492615884,0.9906609907576371
38,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.5}",0.8292885955262193,57.0,0.30993064247129803,67.0,0.8759161539602243,19.0,0.968404015205512,0.9674855442817533,0.9954560735891975
39,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 1}",0.825575113066862,62.0,0.31170260134904876,61.0,0.8604521829605971,72.0,0.9692251722499406,0.9684188785765881,0.995642459267442
40,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01}",0.8485808580858085,21.0,0.34328816083265623,18.0,0.8698257065214575,38.0,0.9204769541458779,0.9167813825918356,0.972247444580313
41,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.05}",0.8406741229678524,36.0,0.33309717433927855,33.0,0.8748330555296532,23.0,0.9632290924210027,0.9620019037738595,0.9911951507378548
42,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.1}",0.8426524874709692,33.0,0.3322036180990623,35.0,0.878130205581199,12.0,0.9673155737704919,0.9662528352006786,0.9935172214096655
43,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.5}",0.816177117711771,77.0,0.29715104311889334,78.0,0.8667733701536532,48.0,0.9694939415538133,0.9687116157669202,0.9954852300943159
44,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 1}",0.8218769099132135,70.0,0.30677698247032376,71.0,0.8504507453751191,80.0,0.9692251722499405,0.9683568631330222,0.9956942620671765
45,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.01}",0.8545171739396162,5.0,0.345545920085512,15.0,0.868438136228708,44.0,0.9185539914468996,0.9149010066318036,0.9721133229368941
46,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.05}",0.8171739396161838,75.0,0.3053195296776273,74.0,0.8693604663022192,42.0,0.9662241625089095,0.9652844169116387,0.9915990369633547
47,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.1}",0.8337483192763722,48.0,0.32442605314013556,43.0,0.880872441162605,7.0,0.9670438346400572,0.966066216387197,0.9939317126025242
48,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.5}",0.8191376359858207,73.0,0.3107369428672161,64.0,0.8717087451821459,28.0,0.968677239249228,0.9677416509052564,0.9955162033603168
49,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 1}",0.8095000611172228,79.0,0.2966377323339387,79.0,0.8615689157108667,66.0,0.9689519482062247,0.9679920875847451,0.9950932112241411
50,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.01}",0.8488302163549688,17.0,0.3412983738070965,25.0,0.8654112789589291,53.0,0.9212951413637447,0.9180450594851687,0.9719248575333486
51,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.05}",0.8389365603226988,39.0,0.3370794370016648,30.0,0.8761927386068112,18.0,0.9629618080304111,0.9617767116712452,0.9913179997938689
52,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.1}",0.8339872876176507,47.0,0.3241874632534248,44.0,0.8709566540457022,30.0,0.9686698146828224,0.9677599161953108,0.9945070623449361
53,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.5}",0.8250800635619118,64.0,0.31851830900607836,53.0,0.8626220312564756,63.0,0.9689504632929437,0.9680388559026541,0.9958199191492414
54,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 1}",0.8189090575724238,74.0,0.3066781060432558,72.0,0.8605878939437502,71.0,0.9684069850320741,0.9674008193910926,0.9948981910697506
55,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.01}",0.8485857474636351,20.0,0.3435414947495801,17.0,0.8766431148721455,16.0,0.9199290211451651,0.9163430307185674,0.9723449930900907
56,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.05}",0.8270669844762255,60.0,0.3192230279915867,52.0,0.8835526954403934,3.0,0.9659509384651935,0.9648928502748246,0.9922977617788161
57,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.1}",0.8322692824838039,52.0,0.3278854164889783,40.0,0.8768275491563575,15.0,0.9667720955096222,0.9658041918286194,0.9937725048680036
58,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.5}",0.819410829971886,71.0,0.3056111223563431,73.0,0.8638076466919993,58.0,0.9686787241625089,0.967860527063577,0.9958404492924939
59,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 1}",0.8144560567167828,78.0,0.2994672524120767,77.0,0.8529652742161922,77.0,0.968408469945355,0.9675123560808497,0.9955320682775334
60,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.01}",0.8599804424886933,3.0,0.3593947227338267,3.0,0.870245353587747,37.0,0.8888854240912331,0.8828034698887421,0.9419814598151774
61,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.05}",0.8604681579269039,2.0,0.3639857254919991,2.0,0.8743926363245471,25.0,0.9270031480161558,0.9234138367776261,0.9764167869749828
62,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.1}",0.848588803324777,19.0,0.3408213362003538,26.0,0.8696475802910918,39.0,0.9512443573295318,0.9493242723534993,0.9872488116513134
63,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.5}",0.8332447133602251,50.0,0.31620196371952713,56.0,0.8661142323552571,51.0,0.9675887978142077,0.9667478843739115,0.9947649272027703
64,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 1}",0.8253300330033003,63.0,0.3161749648597324,57.0,0.8752953048264018,22.0,0.9684025302922308,0.9675747676724719,0.9953290488981201
65,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.01}",0.8399309375381984,37.0,0.32381753999686236,46.0,0.8586867608090886,74.0,0.8878014373960561,0.8836728138081144,0.9438026136985644
66,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.05}",0.8567430631952083,4.0,0.3575407820044739,4.0,0.8695583779502881,41.0,0.9278272748871466,0.9244257484324103,0.9771263108831381
67,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.1}",0.8495831805402763,14.0,0.3505267370086957,6.0,0.8796791399871525,9.0,0.9542438821572821,0.9525428366900158,0.9869700848467243
68,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.5}",0.8312785723016745,53.0,0.3145423545500392,59.0,0.8696038067846263,40.0,0.9675902827274887,0.9665254258365037,0.9945428180971423
69,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 1}",0.8280552499694414,58.0,0.3167054534391379,55.0,0.8708718008866405,31.0,0.9686757543359468,0.9677587092234905,0.9952360765777929
70,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.01}",0.8312620706515096,54.0,0.32162972197148043,48.0,0.8659189409009906,52.0,0.8910637918745545,0.8864265050177826,0.9448022706197408
71,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.05}",0.8488497738662755,15.0,0.3470603769235051,10.0,0.8757685683267542,20.0,0.9297413281064386,0.9268251856741218,0.9787119143557055
72,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.1}",0.8498264270871532,13.0,0.34147492385734146,23.0,0.8667186463902358,49.0,0.9507097885483489,0.9487330084787235,0.9859779457179773
73,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.5}",0.8310249358269161,55.0,0.3274489094133202,41.0,0.8753174546513012,21.0,0.9670408648134948,0.9660480344411411,0.9941445074846402
74,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 1}",0.8231065884366213,65.0,0.3083401932961209,69.0,0.8611056424582453,69.0,0.9667706105963413,0.9656946005394202,0.9948356416996473
75,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.01}",0.844633907835228,28.0,0.33229466012577874,34.0,0.8624070021421317,65.0,0.8940707412687099,0.8897617102130013,0.9412464049416869
76,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.05}",0.8468530741963086,23.0,0.34850695635567563,9.0,0.8795730872989971,10.0,0.9275525659301497,0.9242310280416872,0.9758112408207028
77,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.1}",0.8510652731939861,12.0,0.351174923997653,5.0,0.877135151166646,14.0,0.9528851865051081,0.9512229001972654,0.9875758373418583
78,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.5}",0.822117711771177,69.0,0.30473803625790347,76.0,0.8763266420852501,17.0,0.9700374198146828,0.9692203745113585,0.9948425241968541
79,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 1}",0.8191547488082142,72.0,0.31465829972973364,58.0,0.8636849832540718,60.0,0.9675858279876455,0.9666615278994597,0.9949902287484743
