,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.9374019068573523,1.0,0.035185185185185194,24.0,0.5396369513862986,23.0,0.5286885245901639,0.07745664739884393,0.5301024216907044
1,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.1}",0.926767510084342,2.0,0.5045096223165554,1.0,0.878845474778793,20.0,0.8352429318127822,0.81553991241839,0.8816350066767825
2,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.25}",0.9203373670700404,3.0,0.48798758900931716,2.0,0.8803487650363669,11.0,0.8279000356379187,0.8107126112057124,0.8770670663182522
3,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.5}",0.9109295929592959,6.0,0.4577445865239083,7.0,0.880138437215073,13.0,0.8415033262057495,0.825814129997964,0.8846415838724321
4,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",0.906972863953062,16.0,0.452529271225354,14.0,0.8812097961736916,3.0,0.8415181753385601,0.8260743894366168,0.8864996870569074
5,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 2}",0.9074728028358392,15.0,0.4515117461558372,16.0,0.8810552492591901,4.0,0.834433654074602,0.8190078683183517,0.8799314903647367
6,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.9158819215254861,4.0,0.4676365737167944,4.0,0.8788048063274483,21.0,0.8360700285103351,0.8181335233182307,0.8790265416465644
7,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.9087030925314753,13.0,0.454124265277789,12.0,0.8787599918666336,22.0,0.8352325374198146,0.8202403437317949,0.8818814897572242
8,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.25}",0.9035075174184085,20.0,0.43971744441711014,20.0,0.8790040106692153,19.0,0.8385023164647183,0.823621369935019,0.883341569680556
9,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.5}",0.9082098765432101,14.0,0.456864753311763,8.0,0.8801767647333083,12.0,0.8417869446424329,0.8272560289945231,0.8824760182183372
10,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 1}",0.9094432220999877,10.0,0.4557606042263475,9.0,0.8795898040868873,16.0,0.8338842361606084,0.8181295218107885,0.8801184021041161
11,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 2}",0.9087043148759321,12.0,0.4491011630017142,17.0,0.8813694798660325,2.0,0.83823948681397,0.8232412480104301,0.88023709567847
12,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.5004693802713605,23.0,0.04846858732863329,23.0,0.5,24.0,0.5,0.3333333333333333,0.5
13,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.9099468280161348,8.0,0.45910719747249,6.0,0.8805073980609432,9.0,0.8368703967688287,0.8210003206297012,0.8796723024382326
14,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.25}",0.9109320376482092,5.0,0.45379995740904044,13.0,0.8799253426892951,14.0,0.834153005464481,0.8181001993393997,0.885715839649348
15,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.5}",0.904994499449945,18.0,0.4484974395144968,18.0,0.8794451130512039,17.0,0.8417839748158708,0.8264318843525998,0.884660770793612
16,"{'solver': 'saga', 'penalty': 'l1', 'C': 1}",0.9089506172839508,11.0,0.4544922961270891,11.0,0.8807497137780264,5.0,0.8355057614635305,0.8197372933288432,0.8833102606862105
17,"{'solver': 'saga', 'penalty': 'l1', 'C': 2}",0.90499266593326,19.0,0.4516093470690505,15.0,0.8805886086892329,8.0,0.8428620218579235,0.8286549791711282,0.8832992631023469
18,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.01}",0.9158819215254861,4.0,0.4684972186332893,3.0,0.8790877710690456,18.0,0.8284390591589451,0.8121810672327054,0.8753799046466939
19,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.1}",0.9052408018579635,17.0,0.4470735859422333,19.0,0.8806933775876538,6.0,0.8360507246376813,0.8225768610636134,0.8811822956805896
20,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.25}",0.8988155482214889,22.0,0.43121104894851836,22.0,0.8797010874492311,15.0,0.8431500950344499,0.8292317815055528,0.8872233321058192
21,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.5}",0.902763109644298,21.0,0.43499806556367127,21.0,0.8805975029399271,7.0,0.8396026372059872,0.8246663708137782,0.8829953530998893
22,"{'solver': 'saga', 'penalty': 'l2', 'C': 1}",0.9096901356802347,9.0,0.45508943260221635,10.0,0.8804349829302914,10.0,0.8371465906391066,0.8225249017342744,0.878032286498752
23,"{'solver': 'saga', 'penalty': 'l2', 'C': 2}",0.9106832905512775,7.0,0.46567217754497925,5.0,0.8825885377813005,1.0,0.8295408648134949,0.814837665157192,0.8781883866844435
