,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8557590759075907,9.0,0.35347946376542244,11.0,0.8769519521050914,31.0,0.9447092539795676,0.9421486344884439,0.9822480228197975
1,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.8594841706392862,5.0,0.36198384011860923,8.0,0.881349878193771,24.0,0.9498841767640769,0.9474148885235427,0.9832776413679074
2,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'entropy'}",0.8357205720572057,23.0,0.3404646753341084,18.0,0.8803546214163973,25.0,0.8415018412924684,0.8389194130289578,0.9040155597179697
3,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'gini'}",0.8508226378193374,11.0,0.35700749637317597,9.0,0.8835921715699987,23.0,0.8396011522927062,0.8364625847689051,0.8970870091640142
4,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'entropy'}",0.8384494560567168,20.0,0.32781051427943636,27.0,0.8783642074241576,30.0,0.958327393680209,0.9568014505976968,0.9888357624912925
5,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'gini'}",0.8389457279061239,19.0,0.3357057536631748,20.0,0.8785469888088503,29.0,0.9583377880731765,0.956961922721225,0.9900803162834242
6,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.8414252536364748,18.0,0.3335218397509685,21.0,0.8762703949345185,32.0,0.9586124970301734,0.9575298750614485,0.9890520370325447
7,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'gini'}",0.8295355091064662,30.0,0.31741530092070575,31.0,0.8803022871531663,26.0,0.9607789855072465,0.9594656989581317,0.9889481441699164
8,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.8376983253880944,22.0,0.3304467004922553,23.0,0.892989603893396,2.0,0.9588753266809219,0.957080435182356,0.9857896057329801
9,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'gini'}",0.8483339445055617,13.0,0.3511602790081766,13.0,0.8912578678664678,4.0,0.9602384770729391,0.958563109628721,0.9850407208626359
10,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'entropy'}",0.8649113800268916,3.0,0.37915259097715315,2.0,0.8854194568452382,20.0,0.8532163221667854,0.8481604509042088,0.9042581222339828
11,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'gini'}",0.870616672778389,1.0,0.3833317212815239,1.0,0.8877891319509199,13.0,0.8458526372059871,0.8410935162288524,0.8990508666005417
12,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}",0.8485833027747219,12.0,0.3517472120860827,12.0,0.8890099876574867,7.0,0.9689504632929437,0.9679751620902097,0.9904828592427523
13,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'gini'}",0.8352291895856251,24.0,0.3290786518727695,25.0,0.8865290291894607,17.0,0.9705853528153956,0.96974920259897,0.9910622712408006
14,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}",0.8349859430387483,26.0,0.32959606602884256,24.0,0.8868621183922872,14.0,0.9708585768591114,0.9699861636190645,0.9915965688109871
15,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'gini'}",0.8285521329910768,31.0,0.3228829398731621,28.0,0.8883415525016579,11.0,0.9703091589451175,0.9694628558477205,0.9913553052853994
16,"{'n_estimators': 200, 'max_depth': 10, 'criterion': 'entropy'}",0.85848123701259,6.0,0.3656198281879809,7.0,0.8857626212881801,19.0,0.955883226419577,0.9538373714656903,0.9860286844004189
17,"{'n_estimators': 200, 'max_depth': 10, 'criterion': 'gini'}",0.8441303019190807,16.0,0.34397238284326287,16.0,0.8787256687038937,28.0,0.9607819553338086,0.9591472490209695,0.9860547415591869
18,"{'n_estimators': 200, 'max_depth': 2, 'criterion': 'entropy'}",0.8666477203275884,2.0,0.3749929623469684,4.0,0.8910329577803162,5.0,0.8526579947731051,0.8471908870812142,0.9050573290038215
19,"{'n_estimators': 200, 'max_depth': 2, 'criterion': 'gini'}",0.8565047060261582,8.0,0.36642507933023244,6.0,0.8865556617555639,16.0,0.8502361012116892,0.8461168094833464,0.9028181434995357
20,"{'n_estimators': 200, 'max_depth': 20, 'criterion': 'entropy'}",0.8379525730350812,21.0,0.3315684753008023,22.0,0.8902176946374176,6.0,0.9692222024233785,0.9682677013175744,0.990164941434865
21,"{'n_estimators': 200, 'max_depth': 20, 'criterion': 'gini'}",0.815677178828994,32.0,0.30465867162048743,32.0,0.8867839707276512,15.0,0.9714005702066999,0.9706568947031174,0.9915817275278608
22,"{'n_estimators': 200, 'max_depth': None, 'criterion': 'entropy'}",0.8480876420975431,14.0,0.3511246632907842,14.0,0.8879597424261263,12.0,0.9697686505108102,0.9688435506827433,0.9912187316299752
23,"{'n_estimators': 200, 'max_depth': None, 'criterion': 'gini'}",0.8352236890355703,25.0,0.33814685953774437,19.0,0.8988134747412346,1.0,0.9697671655975292,0.9688370796431954,0.990361491042879
24,"{'n_estimators': 50, 'max_depth': 10, 'criterion': 'entropy'}",0.8461117222833394,15.0,0.34658488372916463,15.0,0.8837767993130672,22.0,0.9580556545497743,0.9562136560972988,0.9861642626453367
25,"{'n_estimators': 50, 'max_depth': 10, 'criterion': 'gini'}",0.8520504828260604,10.0,0.35697140543464456,10.0,0.8884111491229433,10.0,0.9594173200285102,0.9576607680669463,0.9868177150690677
