,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.7921696614105855,53.0,0.266264193662357,64.0,0.8200825365094907,78.0,0.9006132691850797,0.8966553441555407,0.9536397439629191
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.7902175773132869,56.0,0.26719251093732577,63.0,0.8313071820669631,74.0,0.9354597291518176,0.9333164320910544,0.9708536324841956
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.8154259870431486,30.0,0.29685120860597597,32.0,0.8509173738033073,45.0,0.9507083036350675,0.9489686022800354,0.9815246690029866
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.8166740007334067,28.0,0.3052359355841122,27.0,0.8723487143647167,11.0,0.9820295794725589,0.9816785843985762,0.9988512062685455
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.7911911746730229,54.0,0.27949135009752124,50.0,0.8509943137666294,44.0,0.9931931575196009,0.9931400647863524,0.9999021884817045
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.796125779244591,51.0,0.2738902462531029,57.0,0.8344062124414604,66.0,0.9090371822285579,0.9056345893323166,0.9619642471512948
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.796376359858208,50.0,0.261475420755742,69.0,0.8225644080385635,76.0,0.9327215490615348,0.930994022732572,0.9697461620918638
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.8156832905512772,29.0,0.3061366398538572,25.0,0.8639183375360042,31.0,0.9545200760275598,0.9529865812661189,0.9854989387209416
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8181524263537465,26.0,0.3079009515908543,22.0,0.8708887402736332,14.0,0.984476716559753,0.9842423442695238,0.9995611227050063
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.8020627062706271,43.0,0.28122736350513067,47.0,0.8481692316558911,52.0,0.995643264433357,0.9956164013731301,0.9999628361555788
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.7726457645764575,74.0,0.24286914528336578,80.0,0.8178098959952236,80.0,0.9128415300546449,0.9103531992833099,0.9623252158021047
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.787481970419264,62.0,0.26443975687871274,66.0,0.839351820553069,62.0,0.9360076621525304,0.9341699704173335,0.9765564234624963
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.812712382349346,35.0,0.2878176368326172,38.0,0.8361195099776204,65.0,0.955605547636018,0.9543010703720618,0.9861284137553055
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8226164283094978,17.0,0.31227573781450096,18.0,0.8627479187388619,33.0,0.9852993585174625,0.9850888097761199,0.9996114324771794
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.7906955139958439,55.0,0.27816815483669177,52.0,0.8526989574591258,41.0,0.993730696127346,0.9936895073829431,0.9999507624593997
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.7874844151081775,61.0,0.2568458624684923,72.0,0.819086039652752,79.0,0.9079413162271324,0.9045182662369132,0.9582791192693918
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.8018096809680968,44.0,0.28774545547712926,39.0,0.8402214043526461,60.0,0.9370782846281778,0.9350377755778256,0.9753214507831368
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.7958617528419508,52.0,0.281963197430051,46.0,0.8395143268020331,61.0,0.9586035875504871,0.957291888111673,0.9852012638372466
18,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.5}",0.8201222344456669,22.0,0.3075273230524743,23.0,0.853495965047246,40.0,0.9855696127346162,0.9853396751535521,0.9997006257037905
19,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 1}",0.7884708470847085,58.0,0.27316586394542586,58.0,0.8496330571161776,48.0,0.9953730102162035,0.9953543936112341,0.9999527086518718
20,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.01}",0.803563134091187,41.0,0.27398850314651557,56.0,0.8425419611450431,59.0,0.9537004038964124,0.9520385720942863,0.9828751511073015
21,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05}",0.8426414863708593,2.0,0.34014708458212006,2.0,0.8785402646970452,3.0,0.9798467569493943,0.97942406976396,0.9994809038282242
