,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.7721244346656888,79.0,0.24168325288189255,80.0,0.8009712435956213,80.0,0.9250920646234262,0.9231792029609054,0.9716446621322377
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.7889518396284073,56.0,0.2755882956113142,57.0,0.8467176240532657,61.0,0.946081313851271,0.9446186994383398,0.9820977206842203
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.7879611294462779,60.0,0.27620177368764315,56.0,0.8482943768714515,60.0,0.9624168448562604,0.9612984135905676,0.9882129757847016
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.807255225522552,35.0,0.30457521508158736,26.0,0.8669933247790521,27.0,0.989645699691138,0.9895268380436939,0.9998039885363426
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.7884684023957951,59.0,0.2683036065424259,61.0,0.8403765211208505,69.0,0.9975484081729628,0.9975387174655405,0.9999821807760311
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.7761068329055127,75.0,0.2569701753228705,76.0,0.8246176670189398,78.0,0.917505642670468,0.915550358789939,0.9729229606139611
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.7832789390050117,65.0,0.25982976040064926,74.0,0.8351730550180798,71.0,0.9466203373722974,0.9455154504965873,0.9833556510436996
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.7892085319643076,55.0,0.28101537018232314,46.0,0.853282907756227,49.0,0.9654178545972915,0.9645634065371258,0.9902204990736738
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8151766287739883,24.0,0.30340536553739994,29.0,0.8637649821337912,35.0,0.9948265621287717,0.9947944670447113,0.9999202181036676
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.7897041926414865,51.0,0.28426545965179384,40.0,0.8623694193190765,38.0,0.9991847826086957,0.9991810723485356,1.0
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.7760964429776311,77.0,0.25118495496559645,79.0,0.807015847760993,79.0,0.9220984794488002,0.9203948914028995,0.9725325360675523
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.7849914435888034,63.0,0.26775584862423785,63.0,0.8521160537825333,50.0,0.9479656688049418,0.9472600174690529,0.9853352358074746
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.7857450189463391,62.0,0.28125840041195127,44.0,0.8519717375227943,51.0,0.963494891898313,0.9625225548370621,0.9910119656139665
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8141908079696858,28.0,0.30038789252741216,30.0,0.8715928795160905,17.0,0.9950968163459253,0.9950683448741783,0.999949706412288
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.7934097298618752,47.0,0.281965083811301,43.0,0.8629844663061046,37.0,0.998636849607983,0.9986316177197445,1.0
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.7817876787678767,68.0,0.2636231335507154,68.0,0.8270283335470285,77.0,0.925369743406985,0.9233580909555682,0.9746000798494565
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.7822729495171739,66.0,0.2601026962114025,73.0,0.8319420436119399,73.0,0.9479775481111903,0.9467536639630272,0.9857679912749331
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.7741174673022858,78.0,0.26108357169755314,72.0,0.8406346777995358,68.0,0.9651297814207649,0.9642684735805679,0.9911423161897502
18,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.5}",0.8181542598704314,21.0,0.30565739425245975,25.0,0.8637030364460297,36.0,0.9964599667379426,0.9964413051231684,0.9999660002397734
19,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 1}",0.7986022491138003,37.0,0.27750161926179506,52.0,0.8553981787993701,43.0,0.9986398194345452,0.9986316300250084,1.0
20,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.01}",0.8037984353990953,36.0,0.2892647913261846,36.0,0.8544345351418418,46.0,0.9634978617248754,0.962410973057802,0.9870791082717197
21,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05}",0.8280552499694414,12.0,0.3174826621862081,15.0,0.877256816551142,5.0,0.9888364219529577,0.988709670572872,0.999742349553201
22,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.1}",0.8305182740496273,8.0,0.3207173156930648,11.0,0.867481342147934,25.0,0.9991847826086957,0.999182561307902,0.9999940926275993
23,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.5}",0.7897005256081163,52.0,0.2714870832330335,60.0,0.8494467821397489,56.0,1.0,1.0,1.0
24,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 1}",0.7798142036425865,72.0,0.2663909073420929,64.0,0.8454083001782088,63.0,1.0,1.0,1.0
25,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.01}",0.8077569979220144,34.0,0.2944584424744122,34.0,0.8678840571122922,23.0,0.9681397006414825,0.967411692617036,0.9920456505189525
