,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.8032899401051218,60.0,0.27529851803808236,66.0,0.8183262595385739,79.0,0.905238774055595,0.9011716723817648,0.9463191259413058
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.830279916880577,28.0,0.3166120273969535,30.0,0.845557939389583,67.0,0.9289290805416964,0.925891120548323,0.9624148743209474
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.8176653220877643,43.0,0.3088124042698202,37.0,0.8583396672896203,43.0,0.9359942979330006,0.9339174520260863,0.9699423880106556
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.8312712382349347,27.0,0.3236826431252367,25.0,0.8730131443555991,14.0,0.9708556070325493,0.9700161028004628,0.995176816710433
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.8114833149981665,50.0,0.288627895061937,55.0,0.8447657326570207,69.0,0.9784821216440959,0.9779859539754728,0.998354950604919
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.7926793790490162,67.0,0.26185587378493197,78.0,0.8229879364237535,75.0,0.8994966143977192,0.8957824193811883,0.9467967693423696
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.8188876665444322,41.0,0.2887993174909404,54.0,0.8543028212291226,54.0,0.9313658232359231,0.9288083192332627,0.9643091380896534
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.8246045715682678,35.0,0.313683660450316,32.0,0.8549392620135523,53.0,0.9447077690662866,0.9427247166244568,0.9765571558203859
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8379397384182863,16.0,0.3371076114322877,11.0,0.8734029744744396,12.0,0.9713990852934188,0.970590052575022,0.9967133323155911
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.8117296174061851,49.0,0.2885351269185283,56.0,0.8330348012246676,73.0,0.9806590045141365,0.9802930508194994,0.9986970481299873
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.8070321476592104,58.0,0.2682437547550768,73.0,0.8195212977964793,78.0,0.8946082798764552,0.8886433205185756,0.943624186982637
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.8164148637085932,46.0,0.29121014630387193,52.0,0.8346151172473995,72.0,0.925645937277263,0.9225330954983587,0.962401149897935
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.8322595037281506,26.0,0.3091177272300142,36.0,0.8450141419233599,68.0,0.9425338560228083,0.9401242618690097,0.9747271409224968
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8359723750152792,21.0,0.32847796061291534,20.0,0.8604400557614799,40.0,0.9735819078165834,0.9729113817456785,0.996147899678892
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.8109699303263659,54.0,0.2953930394990481,49.0,0.863842221594088,35.0,0.9812024827750058,0.9808535071337514,0.9985034077119304
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.8166752230778634,45.0,0.29062326620463264,53.0,0.8208045872899312,77.0,0.9016779520076026,0.8970444839300138,0.944018904777073
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.8295263415230412,30.0,0.31081587496688734,34.0,0.8383251983479424,71.0,0.9223880375386079,0.9192719764164963,0.9636040202797596
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.8238412174550789,37.0,0.29873013242750085,45.0,0.8505953117553048,61.0,0.943637146590639,0.9416039283537346,0.9772904103379515
18,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.5}",0.8327496638552743,24.0,0.318284267742483,29.0,0.8604128614361868,41.0,0.9738551318602994,0.9732010502176991,0.9963281473892394
19,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 1}",0.7988534408996454,65.0,0.28506660084992136,58.0,0.856889359665755,47.0,0.9792943692088383,0.9788463582993326,0.9986364692510973
20,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.01}",0.824350323921281,36.0,0.3100367494109978,35.0,0.8654543344821066,32.0,0.9411811000237584,0.9386254336486461,0.972399118337943
21,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05}",0.8570028113922502,1.0,0.3565116898476471,3.0,0.8834091586822392,1.0,0.9686787241625089,0.9677089967133794,0.9939284595258433
22,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.1}",0.8329874098520962,23.0,0.3301643953051756,19.0,0.8706410991765614,17.0,0.9765725231646473,0.9760234529558808,0.9979938887721845
23,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.5}",0.8144395550666179,48.0,0.2959221780541669,48.0,0.8566078519364666,48.0,0.9871955927773819,0.9870320860747531,0.9996126018155188
24,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 1}",0.7884726806013934,71.0,0.2695144414132951,72.0,0.8507093124456049,60.0,0.987201532430506,0.9870292472916669,0.9994618667125328
25,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.01}",0.8278162816281629,32.0,0.30712617142442605,39.0,0.8493321160804944,64.0,0.9444345450225706,0.9423536453996991,0.9771473306173638
26,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.05}",0.8555164405329421,2.0,0.3609411893036217,1.0,0.8774451766740748,9.0,0.9733086837728676,0.9726329193039112,0.996333083649875
27,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1}",0.8344915047060262,22.0,0.3256896569642368,23.0,0.8665820862926873,29.0,0.9795705630791162,0.9791326546376157,0.9985738470729688
28,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.5}",0.8010811636719227,62.0,0.28218464720610087,59.0,0.8684562711752456,23.0,0.9869253385602281,0.9867673631232691,0.9995016443694713
29,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 1}",0.7792977631096443,78.0,0.2696208965006824,71.0,0.849357825062684,63.0,0.9885572582561177,0.9884203514790697,0.9995869613955992
30,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.01}",0.8248355946705782,34.0,0.31152088510618936,33.0,0.8556440949557587,51.0,0.9425516749821812,0.9402792817802785,0.9747129105476526
31,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.05}",0.838428065028725,14.0,0.3362518421706655,13.0,0.8793705204966017,6.0,0.9730384295557138,0.9723541562095139,0.9966391341024373
32,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.1}",0.8324972497249725,25.0,0.3264222186316473,22.0,0.8689381828531021,22.0,0.9814771917320029,0.9811027238081242,0.9987330952465925
33,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.5}",0.8025705903923726,61.0,0.29226895545004183,51.0,0.8644043749870487,34.0,0.9866521145165121,0.9864765710151877,0.9995105863503779
34,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 1}",0.7812969074685246,75.0,0.2661322893682134,75.0,0.8508320050237785,59.0,0.9896501544309813,0.9895314882329556,0.9996767048938875
35,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.01}",0.8228529519618629,38.0,0.29827468485392966,46.0,0.8561774424059223,49.0,0.9430773342836778,0.9409779535896721,0.9782872754175382
36,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.05}",0.8505628896222955,3.0,0.36088589076316324,2.0,0.8815149147874445,3.0,0.9738521620337371,0.9731665428840184,0.9973131328979818
37,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.1}",0.8394242757609094,12.0,0.3341830034636549,14.0,0.8633207156067387,36.0,0.9773907103825137,0.9768687857440728,0.9985954898868974
38,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.5}",0.7993588803324778,64.0,0.2883361537984238,57.0,0.857889783170666,45.0,0.9888334521263957,0.9887004835500808,0.999446920252459
39,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 1}",0.7731334800146681,80.0,0.2554029583597924,80.0,0.8509676731060136,58.0,0.9888289973865525,0.9886972606012788,0.9995976391709837
40,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01}",0.8396711893411564,11.0,0.33669936638134473,12.0,0.8742478400601973,11.0,0.9537018888096934,0.9518855151641141,0.9840931257807701
41,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.05}",0.839676078718983,10.0,0.33339837816473195,15.0,0.8669973428952196,26.0,0.9746629246851984,0.9739949988686115,0.9983865550208033
42,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.1}",0.8208751986309742,39.0,0.3137431175595983,31.0,0.8779802069734552,7.0,0.9850157400807793,0.9847869408347089,0.9990727327335739
43,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.5}",0.7897188607749664,70.0,0.27489591890567855,67.0,0.8589736279153197,42.0,0.9893739605607031,0.989255943033805,0.9996228749793756
