,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'kernel': 'linear', 'C': 0.01}",0.9030136902579148,1.0,0.41762939409313143,1.0,0.8543440384884372,7.0,0.9349103112378238,0.9304637314553185,0.9610049627431765
1,"{'kernel': 'linear', 'C': 0.1}",0.8589872876176508,7.0,0.3380284504409207,8.0,0.828967586980397,8.0,0.9692251722499405,0.9682854578441761,0.9852956928031725
2,"{'kernel': 'linear', 'C': 0.25}",0.842650042782056,9.0,0.30650882782603933,9.0,0.8268926848916243,9.0,0.9722217272511283,0.9714390210031582,0.9896867558323048
3,"{'kernel': 'linear', 'C': 0.5}",0.8312749052683046,10.0,0.2786622459379629,10.0,0.7757440986144785,11.0,0.976571038251366,0.9760047997530563,0.9912868485869948
4,"{'kernel': 'linear', 'C': 1}",0.8020737073707371,12.0,0.2671655337149039,11.0,0.7849793023307019,10.0,0.9798437871228319,0.9794208277013883,0.9936815192233507
5,"{'kernel': 'linear', 'C': 2}",0.8030705292751499,11.0,0.26546457754204666,12.0,0.7622386969841786,12.0,0.9820251247327156,0.9816755204396366,0.9922460884106712
6,"{'kernel': 'rbf', 'C': 0.01}",0.885454100965652,3.0,0.3776433959863999,3.0,0.8701020216207676,5.0,0.806364338322642,0.7857027732603588,0.8710221619391175
7,"{'kernel': 'rbf', 'C': 0.1}",0.8646711893411563,5.0,0.3606574480282976,6.0,0.8672775287905632,6.0,0.828966203373723,0.8179040483457317,0.8873617550674455
8,"{'kernel': 'rbf', 'C': 0.25}",0.8589732306563989,8.0,0.35552726224404646,7.0,0.8702110789920843,4.0,0.848314623425992,0.8407300745176528,0.9049618156349026
9,"{'kernel': 'rbf', 'C': 0.5}",0.8646705781689279,6.0,0.36171910018394404,5.0,0.8749964108930126,3.0,0.8676481943454503,0.8602068553456993,0.9209518340171343
10,"{'kernel': 'rbf', 'C': 1}",0.8678853440899644,4.0,0.3725083276336628,4.0,0.877342118146214,2.0,0.9095851152292704,0.9030216032860183,0.9438430308401635
11,"{'kernel': 'rbf', 'C': 2}",0.8891669722527811,2.0,0.41417977091638614,2.0,0.8888660575060093,1.0,0.9343683178902353,0.9296868572556587,0.9604400276353333
