,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'kernel': 'linear', 'C': 0.01}",0.8426524874709692,1.0,0.29886046602656086,1.0,0.8155318621070599,2.0,0.9910088500831551,0.9909210167179584,1.0
1,"{'kernel': 'linear', 'C': 0.1}",0.800598337611539,5.0,0.2485090682354018,5.0,0.7772420634920636,9.0,1.0,1.0,1.0
2,"{'kernel': 'linear', 'C': 0.25}",0.8010884977386628,4.0,0.2369869480768946,8.0,0.794386900552758,5.0,1.0,1.0,1.0
3,"{'kernel': 'linear', 'C': 0.5}",0.7986169172472803,6.0,0.2546271993721824,3.0,0.7878178423784657,8.0,1.0,1.0,1.0
4,"{'kernel': 'linear', 'C': 1}",0.8077796112944629,2.0,0.2513010756441119,4.0,0.7994920337042564,4.0,1.0,1.0,1.0
5,"{'kernel': 'linear', 'C': 2}",0.8075216966141058,3.0,0.2562988934488216,2.0,0.789373405380973,6.0,1.0,1.0,1.0
6,"{'kernel': 'rbf', 'C': 0.01}",0.7335490771299351,12.0,0.1940378925879411,12.0,0.4278604065647146,12.0,0.7197864694701829,0.7071757746525227,0.42828126569054836
7,"{'kernel': 'rbf', 'C': 0.1}",0.7350275027502751,11.0,0.20459350485047256,11.0,0.7592211581175661,11.0,0.7350216797339034,0.7292676713679963,0.8119229570630815
8,"{'kernel': 'rbf', 'C': 0.25}",0.7498802102432466,10.0,0.2176729912852446,10.0,0.7770241583973123,10.0,0.7726048348776431,0.7668019982719423,0.8579225557466575
9,"{'kernel': 'rbf', 'C': 0.5}",0.755567167827894,9.0,0.2217162753199402,9.0,0.7888165644167805,7.0,0.8474904965550012,0.8428859770736782,0.9231192124631702
10,"{'kernel': 'rbf', 'C': 1}",0.777091431365359,7.0,0.24638089492360163,7.0,0.8092590703872933,3.0,0.9414468995010692,0.9377919673389625,0.9746537641038184
11,"{'kernel': 'rbf', 'C': 2}",0.7726341523041194,8.0,0.24808970660373433,6.0,0.8200635055003834,1.0,0.9703150985982418,0.9693915978079326,0.9978175173064191
