,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8253385894144969,10.0,0.3027213984142788,16.0,0.858912729657518,19.0,0.945249762413875,0.9424184193334912,0.9732010967518692
1,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.8119759198142038,20.0,0.2983122458854107,20.0,0.8490703379167701,23.0,0.9471667854597292,0.9449349393236759,0.9724215501774246
2,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'entropy'}",0.8141901967974576,18.0,0.2936160265097463,22.0,0.8359164202696963,32.0,0.8219084105488239,0.8137874135362846,0.8735144414131609
3,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'gini'}",0.8094841706392861,25.0,0.28751095703692275,29.0,0.8414173831929421,30.0,0.8219321691613211,0.816491129528383,0.8753984722807158
4,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'entropy'}",0.8260597726439312,9.0,0.29957938324799543,19.0,0.8479036037418666,24.0,0.9632276075077216,0.9621521486838939,0.9907790856392283
5,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'gini'}",0.8072680601393472,26.0,0.26887113633278104,32.0,0.8372152552750322,31.0,0.968126336421953,0.9672373362739242,0.9909601709285125
6,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.8139579513506906,19.0,0.2879076792597233,26.0,0.8467648555356106,26.0,0.9643264433357093,0.9634619648275706,0.9911739165925939
7,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'gini'}",0.8104803813714705,22.0,0.28564875934487577,30.0,0.8451783876831304,28.0,0.9664944167260634,0.9656623661207361,0.9913084387463005
8,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.8377007700770077,3.0,0.3278174158366193,3.0,0.8720386046743546,13.0,0.9534301496792587,0.9511324385822165,0.9785314158082604
9,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'gini'}",0.8231010878865664,11.0,0.30778482483413033,11.0,0.8697408897877036,15.0,0.9534286647659777,0.951130509156761,0.9771754513610709
10,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'entropy'}",0.8268206820682067,7.0,0.30779012874773837,10.0,0.8519773081665216,21.0,0.8270640294606795,0.8214882092576097,0.8784594624283706
