,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'kernel': 'linear', 'C': 0.01}",0.8310292140325142,1.0,0.2916002517455635,1.0,0.8093578380139043,2.0,0.9923749703017343,0.992318200822784,0.999988088148432
1,"{'kernel': 'linear', 'C': 0.1}",0.8005940594059405,3.0,0.24925137221071952,4.0,0.787003838741763,6.0,0.9991832976954147,0.9991825451232005,1.0
2,"{'kernel': 'linear', 'C': 0.25}",0.7845159515951595,6.0,0.22417774051965572,8.0,0.771034904510651,9.0,1.0,1.0,1.0
3,"{'kernel': 'linear', 'C': 0.5}",0.7877270504828261,5.0,0.24795352130031434,5.0,0.8041435374057151,3.0,1.0,1.0,1.0
4,"{'kernel': 'linear', 'C': 1}",0.795892922625596,4.0,0.24627107097483827,6.0,0.7833677495829707,7.0,1.0,1.0,1.0
5,"{'kernel': 'linear', 'C': 2}",0.8033131646497983,2.0,0.2537147675691517,2.0,0.7902693667694993,5.0,1.0,1.0,1.0
6,"{'kernel': 'rbf', 'C': 0.01}",0.7305812247891456,11.0,0.19038818928902748,11.0,0.3181507316468254,12.0,0.6985225112853409,0.6900142584622746,0.2998301386124389
7,"{'kernel': 'rbf', 'C': 0.1}",0.7174611905635006,12.0,0.18634833965299108,12.0,0.748868046327811,11.0,0.718427773818009,0.7132522290728986,0.7951612534327639
8,"{'kernel': 'rbf', 'C': 0.25}",0.7387470969319154,10.0,0.20855403291329383,10.0,0.7627303253152327,10.0,0.7704175576146353,0.7655367768083623,0.8524734987519672
9,"{'kernel': 'rbf', 'C': 0.5}",0.7417247280283583,9.0,0.21918943915679695,9.0,0.7715653241755254,8.0,0.8412345569018769,0.8358090118525773,0.920749753336465
10,"{'kernel': 'rbf', 'C': 1}",0.7783259992665934,7.0,0.25015885840424096,3.0,0.8040836833400681,4.0,0.93763958184842,0.9334305995115205,0.9762301423453605
11,"{'kernel': 'rbf', 'C': 2}",0.7672008311942304,8.0,0.24438061310641693,7.0,0.8136937908934788,1.0,0.9722187574245664,0.9714073448409046,0.9987313149117721
