,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'kernel': 'linear', 'C': 0.01}",0.9223114533675592,1.0,0.47893976721177695,2.0,0.8839667184391707,7.0,0.8330630791161797,0.8103290034902126,0.8925502160434167
1,"{'kernel': 'linear', 'C': 0.1}",0.9195892922625598,4.0,0.4774174419759899,3.0,0.8871338406650192,4.0,0.8349711926823474,0.8158826215493951,0.8929711811530134
2,"{'kernel': 'linear', 'C': 0.25}",0.9205751130668623,3.0,0.47510500605611233,4.0,0.8895691622697273,1.0,0.8352384770729391,0.813802882523941,0.8929559515751185
3,"{'kernel': 'linear', 'C': 0.5}",0.9138937782667156,6.0,0.45817081227000617,6.0,0.874718395946009,12.0,0.8396100617723924,0.8217557613599791,0.8876210845528603
4,"{'kernel': 'linear', 'C': 1}",0.9215676567656766,2.0,0.4835180895875161,1.0,0.8802383453585415,9.0,0.8311698146828226,0.811590287635829,0.8939444853615844
5,"{'kernel': 'linear', 'C': 2}",0.9183443344334433,5.0,0.4694047829741751,5.0,0.8789194610543849,10.0,0.8341470658113567,0.8143510887820632,0.8889790802601661
6,"{'kernel': 'rbf', 'C': 0.01}",0.9072216110499939,8.0,0.4395028124145415,9.0,0.8820484937406752,8.0,0.8227132335471609,0.8044839671164595,0.8827430477146911
7,"{'kernel': 'rbf', 'C': 0.1}",0.8988082141547489,11.0,0.4258322184860354,11.0,0.8885582498950951,2.0,0.8319716678545973,0.8177614594390885,0.8912720753491639
8,"{'kernel': 'rbf', 'C': 0.25}",0.8983131646497984,12.0,0.4243229454989786,12.0,0.8885213081574557,3.0,0.8322656806842481,0.8180587273935747,0.8902795678144548
9,"{'kernel': 'rbf', 'C': 0.5}",0.9000440044004401,10.0,0.4321266127748742,10.0,0.885459950455106,6.0,0.838765146115467,0.8249200649680226,0.8969332760990814
10,"{'kernel': 'rbf', 'C': 1}",0.9035062950739517,9.0,0.44179660478472355,8.0,0.8870271711749865,5.0,0.8496584699453551,0.8349502595111138,0.8976826383007799
11,"{'kernel': 'rbf', 'C': 2}",0.9079568512406796,7.0,0.4539716695527017,7.0,0.8774638021480895,11.0,0.8619387027797577,0.8484121490269845,0.9061370104118491
