,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.8250708959784866,61.0,0.3012703391441614,76.0,0.8239236977223984,79.0,0.8842584343074364,0.878495496181654,0.9273319051794424
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.81666911135558,78.0,0.29035453821923435,80.0,0.8274488993405239,77.0,0.9038667141838918,0.9002292763959676,0.9409219766587015
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.8354693802713605,35.0,0.31166156402178286,53.0,0.846134399024514,68.0,0.9185584461867429,0.915131286655507,0.9587866069490214
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.8443753819826426,24.0,0.3455220178637305,19.0,0.8662426169948507,42.0,0.9564192801140413,0.9546941433445664,0.9857721183125137
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.8194053294218311,75.0,0.3084043577185909,62.0,0.8601127929889862,48.0,0.9637755405084343,0.9626860716399724,0.9920219846032874
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.8317558978120034,40.0,0.30713205737145655,65.0,0.8373276896771003,73.0,0.884271798526966,0.8788941426390613,0.922960664013918
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.8258208043026525,58.0,0.3084168285008043,61.0,0.8296804521076815,76.0,0.8921581729626992,0.8870829938533866,0.9429014806324689
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.8312620706515096,43.0,0.3151846854946136,50.0,0.8566250382061005,57.0,0.9158633285816109,0.9126931043607712,0.9599776665549861
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8376989365603226,32.0,0.320749636408298,42.0,0.8674723127188756,36.0,0.9618703967688287,0.9604965280367004,0.9866431765486464
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.8386865908813104,30.0,0.33172325404700115,30.0,0.8553535294666169,58.0,0.9640487645521499,0.9627267031210087,0.991270983625679
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.8233394450556165,66.0,0.3047342789220211,70.0,0.8320782054594573,75.0,0.8829041933951057,0.8774952985371165,0.9277925912783143
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.826065273193986,57.0,0.31095233007145806,56.0,0.8397034316201459,72.0,0.8924299120931337,0.8884009464772129,0.9447822462960216
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.8404155971152673,28.0,0.33813294138870503,26.0,0.8568174391098369,56.0,0.9188450344499881,0.9153135447455936,0.9595025925142956
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8488393839383936,16.0,0.34212093516048353,21.0,0.8759235798662915,14.0,0.9580511998099311,0.9565031291603621,0.9867582165360309
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.8490814081408141,14.0,0.3398163154622613,23.0,0.869864564230283,31.0,0.9632276075077216,0.9618853739187303,0.9905399462910853
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.8277967241168561,51.0,0.29673678259584557,78.0,0.8247852558125077,78.0,0.8818098123069611,0.8763465978139253,0.9251106280680093
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.8374532453245326,34.0,0.31826578985313825,44.0,0.8456663524376786,69.0,0.9011567474459492,0.897075604990359,0.9477707978827488
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.829041070773744,48.0,0.31351536831757576,51.0,0.8506844517683596,63.0,0.9185643858398669,0.9152781176190461,0.9601968868445561
