,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.01}",0.7765951595159517,73.0,0.25032494608816896,76.0,0.8258211842790317,74.0,0.9245812544547398,0.9225094998251547,0.9725487730509765
1,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.05}",0.8075070284806258,32.0,0.2853721915345534,41.0,0.84388368330769,61.0,0.9488031598954623,0.9473542522629099,0.9809768089425972
2,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.1}",0.7924184085075174,52.0,0.26027623913875975,70.0,0.8412656021734737,63.0,0.9618674269422666,0.960885083342558,0.9866841599699864
3,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 0.5}",0.8203728150592837,23.0,0.3072088275422737,27.0,0.8533138741244974,49.0,0.9907385958660013,0.9906440920360255,0.9997693858939153
4,"{'n_estimators': 10, 'max_depth': 10, 'learning_rate': 1}",0.7857590759075908,62.0,0.2739331055763358,58.0,0.8627390414866447,33.0,0.9994550368258495,0.9994535478332276,1.0
5,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.01}",0.783017968463513,70.0,0.254209436372199,75.0,0.818242427907031,78.0,0.930535756711808,0.9290248481624339,0.9765599841762362
6,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.05}",0.7897115267082264,58.0,0.2670325130492594,66.0,0.8234149114525053,77.0,0.95260899263483,0.9513982879897961,0.986778418977021
7,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.1}",0.7902187996577437,57.0,0.28135130334992703,45.0,0.8545675733168594,45.0,0.9681382157282015,0.967344284144691,0.9917450178919172
8,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 0.5}",0.8189133357780222,26.0,0.3164911628568015,17.0,0.8847116580735319,3.0,0.9948265621287717,0.9947869110234911,0.9999555004934612
9,"{'n_estimators': 10, 'max_depth': 100, 'learning_rate': 1}",0.790684512895734,56.0,0.2813885771407652,44.0,0.8543233472947491,46.0,0.9991847826086957,0.9991810723485356,0.9999940926275993
10,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.01}",0.7619869209143136,77.0,0.23312848639482545,79.0,0.7978439560862965,80.0,0.9234779638869093,0.9218651882113367,0.9730043043769386
11,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.05}",0.7743570468157926,74.0,0.24661786357311827,78.0,0.828576008446786,70.0,0.9482537419814683,0.9469615513003905,0.9841033342949814
12,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.1}",0.8043038748319276,34.0,0.2842696554421427,42.0,0.8536016761469603,48.0,0.9654104300308862,0.9645168328782641,0.9915168435823183
13,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 0.5}",0.8184103410341035,27.0,0.3080282304487472,26.0,0.8655665559984873,27.0,0.9942801140413401,0.9942390074246402,0.9999645557655954
14,"{'n_estimators': 10, 'max_depth': 200, 'learning_rate': 1}",0.7978706759564845,43.0,0.2862663430511706,40.0,0.8467200928796779,58.0,0.9989115585649799,0.9989085887051623,0.9999985231569
15,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.01}",0.7580442488693315,79.0,0.23118413092367093,80.0,0.8041778540928446,79.0,0.9163830482299833,0.9144279737064712,0.9724721109630925
16,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.05}",0.786002933626696,61.0,0.27488278015004364,55.0,0.82963085621814,69.0,0.9520625445473984,0.951001791640795,0.9858316128766091
17,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.1}",0.7916801124556901,55.0,0.264319466026669,67.0,0.8280346393344107,71.0,0.9637755405084343,0.9627603786870953,0.9917532517695763
18,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 0.5}",0.8216141058550299,21.0,0.2986073066466469,30.0,0.851384623080629,51.0,0.995643264433357,0.9956193790890259,0.9999615373415509
19,"{'n_estimators': 10, 'max_depth': 50, 'learning_rate': 1}",0.7956460090453491,47.0,0.271752971033834,60.0,0.8384206350825251,68.0,0.9986398194345452,0.9986346201817632,1.0
