,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
0,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'entropy'}",0.8443784378437844,5.0,0.33824315910337754,8.0,0.8706676378463157,20.0,0.9414468995010692,0.9383850195792434,0.9722032767890776
1,"{'n_estimators': 10, 'max_depth': 10, 'criterion': 'gini'}",0.8344798924336878,11.0,0.31429981953170055,22.0,0.8511608721287145,29.0,0.9441791399382276,0.9413870079209066,0.9732311596309083
2,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'entropy'}",0.818638308275272,30.0,0.3009253119012927,31.0,0.847291160759615,32.0,0.8161766452839154,0.810882379656281,0.8750827114160895
3,"{'n_estimators': 10, 'max_depth': 2, 'criterion': 'gini'}",0.8206160616061607,28.0,0.2955132876958845,32.0,0.847620635762464,31.0,0.8107210738892849,0.8022207760421708,0.8684747450930619
4,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'entropy'}",0.8498093142647598,4.0,0.3490051388487446,4.0,0.8714608191582224,19.0,0.9566895343311952,0.9549292462328722,0.9866808704672432
5,"{'n_estimators': 10, 'max_depth': 20, 'criterion': 'gini'}",0.832761887299841,12.0,0.31827389835355935,18.0,0.8666193477635833,22.0,0.956157935376574,0.9544992419967431,0.9849512403728651
6,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'entropy'}",0.8322527808336391,15.0,0.3179653207902736,19.0,0.8673624450868248,21.0,0.958325908766928,0.9569910425941026,0.9849788229722162
7,"{'n_estimators': 10, 'max_depth': None, 'criterion': 'gini'}",0.8258354724361323,23.0,0.3061176892048804,27.0,0.8611421511394484,24.0,0.9575092064623426,0.9561758748845346,0.985281300671916
8,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'entropy'}",0.8525467546754675,3.0,0.3574699919808388,3.0,0.8794136140639894,14.0,0.9517893205036826,0.9492932260870978,0.9759427000541215
9,"{'n_estimators': 100, 'max_depth': 10, 'criterion': 'gini'}",0.8426506539542844,7.0,0.3403604008439676,6.0,0.8845200496226013,4.0,0.951798229983369,0.9493107547800127,0.9770181858059818
10,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'entropy'}",0.8236095831805402,26.0,0.3089050196258334,26.0,0.8567455695493493,25.0,0.8311490258968878,0.8236354206817527,0.8850105074725182
11,"{'n_estimators': 100, 'max_depth': 2, 'criterion': 'gini'}",0.8255751130668623,25.0,0.3039442209113091,29.0,0.8520495775959427,28.0,0.8284286647659777,0.8206408545021088,0.8768163187866586
12,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}",0.8297860897200833,17.0,0.3229359252095241,17.0,0.8840656681923205,5.0,0.9645937277263007,0.9634578013951712,0.9873780860265831
13,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'gini'}",0.8292837061483926,20.0,0.3311533566069537,10.0,0.8905356292933296,1.0,0.9648639819434545,0.9636536504491433,0.9867756068938304
14,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}",0.8322650042782056,14.0,0.3286862258024272,12.0,0.8803938110002487,13.0,0.967045319553338,0.9661598516522281,0.9895280822290999
15,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'gini'}",0.8312675712015645,16.0,0.3351442944303311,9.0,0.8875253941056404,2.0,0.965682169161321,0.9645828810480003,0.9882687477904464
16,"{'n_estimators': 200, 'max_depth': 10, 'criterion': 'entropy'}",0.8550171128223933,2.0,0.361203279525664,1.0,0.8863359742490882,3.0,0.9493451532430506,0.9465847763623921,0.9754479859714396
17,"{'n_estimators': 200, 'max_depth': 10, 'criterion': 'gini'}",0.8441309130913093,6.0,0.3415878425126915,5.0,0.8775294907385822,17.0,0.952883701591827,0.9505398300424075,0.9775812594362023
18,"{'n_estimators': 200, 'max_depth': 2, 'criterion': 'entropy'}",0.8268200708959785,22.0,0.31142043674233844,23.0,0.8542379267103382,27.0,0.8311460560703253,0.8254769560651756,0.8849021881818286
19,"{'n_estimators': 200, 'max_depth': 2, 'criterion': 'gini'}",0.8213647475858696,27.0,0.3026868910155094,30.0,0.8488965802949769,30.0,0.8199913875029697,0.8134708458030209,0.8771924604358986
