number_of_features,algorithm,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
10,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.5}",0.8312785723016745,699.0,0.3145423545500392,759.0,0.8696038067846263,568.0,0.9675902827274888,0.9665254258365036,0.9945428180971424
10,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 1}",0.8280552499694414,737.0,0.3167054534391379,736.0,0.8708718008866405,523.0,0.9686757543359468,0.9677587092234904,0.9952360765777928
10,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.01}",0.8312620706515096,702.0,0.32162972197148043,682.0,0.8659189409009906,666.0,0.8910637918745545,0.8864265050177826,0.9448022706197408
10,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.05}",0.8488497738662755,407.0,0.3470603769235051,399.0,0.8757685683267542,402.0,0.9297413281064386,0.9268251856741218,0.9787119143557056
10,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.1}",0.8498264270871532,399.0,0.34147492385734146,468.0,0.8667186463902358,642.0,0.9507097885483488,0.9487330084787235,0.9859779457179773
10,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.5}",0.8310249358269161,703.0,0.3274489094133202,621.0,0.8753174546513012,413.0,0.9670408648134948,0.9660480344411412,0.9941445074846402
10,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 1}",0.8231065884366213,786.0,0.3083401932961209,807.0,0.8611056424582453,767.0,0.9667706105963412,0.9656946005394202,0.9948356416996472
10,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.01}",0.844633907835228,484.0,0.33229466012577874,563.0,0.8624070021421317,738.0,0.8940707412687099,0.8897617102130013,0.9412464049416868
10,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.05}",0.8468530741963086,450.0,0.34850695635567563,380.0,0.8795730872989971,286.0,0.9275525659301496,0.9242310280416872,0.9758112408207028
10,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.1}",0.8510652731939861,381.0,0.35117492399765304,357.0,0.8771351511666461,354.0,0.952885186505108,0.9512229001972654,0.9875758373418584
10,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.5}",0.8221177117711771,799.0,0.3047380362579035,838.0,0.8763266420852501,379.0,0.9700374198146828,0.9692203745113585,0.994842524196854
10,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 1}",0.8191547488082142,820.0,0.31465829972973364,756.0,0.8636849832540718,713.0,0.9675858279876456,0.9666615278994596,0.9949902287484744
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.9495306197286396,1.0,0.0,1034.0,0.5,1030.0,0.5,0.0,0.5
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.1}",0.9158696980809192,16.0,0.4749999701260566,5.0,0.8724116645815203,484.0,0.8466737942504159,0.8314195353110204,0.8941617635599218
