number_of_features,algorithm,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
5000,xgb,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05}",0.8399346045715683,394.0,0.3404719726853626,289.0,0.8835352315289692,64.0,0.9907445355191256,0.9906486660584208,0.9997602335150144
5000,xgb,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.1}",0.8300336144725584,577.0,0.32135961088640713,484.0,0.886177745140702,27.0,0.9980963411736756,0.9980881720943316,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.5}",0.7840221244346656,1195.0,0.2696292677516492,1123.0,0.8582353962037385,635.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 1}",0.7854962718494071,1180.0,0.2681440586727838,1140.0,0.85111225891303,800.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.01}",0.7919319154137636,1112.0,0.27115514809136243,1111.0,0.8403674471719714,1014.0,0.9645833333333332,0.963728378656826,0.9918559672236846
5000,xgb,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.05}",0.8359668744652243,474.0,0.3320445566223152,366.0,0.8802977113250652,117.0,0.9942830838679022,0.9942480477827434,0.9999704631379964
5000,xgb,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1}",0.8374453000855641,450.0,0.34507741858379626,266.0,0.8900763053535166,5.0,0.9994565217391304,0.9994550408719348,0.9999970463137996
5000,xgb,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.5}",0.7968695758464736,1065.0,0.2899171835508933,901.0,0.8674609909237848,421.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 1}",0.7884647353624252,1153.0,0.2769173518346841,1048.0,0.8465948068195945,907.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.01}",0.7949016012712382,1081.0,0.2779138309994654,1037.0,0.8453462630224522,931.0,0.9681352459016394,0.967364718412323,0.9921946862535233
5000,xgb,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.05}",0.8381909302041317,435.0,0.3384291159362761,305.0,0.8735892041215964,269.0,0.9940113447374676,0.9939740669540804,0.9999585836553504
5000,xgb,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.1}",0.8278003911502261,618.0,0.32316803152057394,460.0,0.8797251394846449,133.0,0.9991832976954148,0.9991810682691952,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 0.5}",0.8033039970663735,1001.0,0.2909857279478436,886.0,0.8564332549136929,677.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 200, 'learning_rate': 1}",0.7919331377582203,1111.0,0.27065998559345084,1117.0,0.8499951934782833,833.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.01}",0.7988736095831804,1048.0,0.29372630122348026,855.0,0.8504775438787352,822.0,0.9610536944642434,0.9600030756745463,0.9915461862748882
5000,xgb,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.05}",0.8342403129201809,498.0,0.3243449971439131,443.0,0.8691366781155457,380.0,0.9929214183891664,0.992872142726378,0.9998907136105859
5000,xgb,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.1}",0.8191388583302774,775.0,0.2980492942203899,800.0,0.8622843637971943,559.0,0.9991818127821336,0.9991795752304878,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.5}",0.8013274660799414,1025.0,0.28798284514986744,920.0,0.8586567916847982,628.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 1}",0.784269649187141,1193.0,0.27144005821674744,1110.0,0.8511478893395914,799.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01}",0.8225870920425375,724.0,0.3146384831936197,573.0,0.8731461193934168,283.0,0.9719485032074126,0.971209646111706,0.9928510073840092
5000,xgb,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.05}",0.8295367314509228,590.0,0.3231095009249477,461.0,0.8662652986292427,466.0,0.9980933713471132,0.9980881639356504,0.9999970463137996
5000,xgb,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.1}",0.8193918836328077,769.0,0.3112093874186082,619.0,0.873563019991504,271.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.5}",0.7971171005989488,1064.0,0.28134993601208635,1003.0,0.8547209999507853,721.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 1}",0.7612522918958564,1308.0,0.2502756280453834,1266.0,0.8404924879683161,1010.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.01}",0.8243503239212809,685.0,0.3133961376484139,589.0,0.8649459011329729,498.0,0.9790226300784036,0.9786300710015674,0.9977011825180472
5000,xgb,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.05}",0.8352340789634518,482.0,0.3270588635224711,411.0,0.8743720973077004,251.0,0.9994565217391304,0.9994550408719348,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.1}",0.8117222833394451,898.0,0.3005273169808681,772.0,0.8699027250015542,357.0,0.9997282608695652,0.9997275204359676,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.5}",0.7882178217821783,1155.0,0.2740647055557524,1083.0,0.8560273215710348,687.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 1}",0.7832703825938149,1200.0,0.2627462510537236,1189.0,0.8427459566289528,974.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.01}",0.8216141058550299,731.0,0.3136608715472907,585.0,0.8643910943198536,509.0,0.9765754929912094,0.9761121596810408,0.9979621103402684
5000,xgb,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.05}",0.8225938149370494,722.0,0.3144354755347963,575.0,0.8786388348175432,155.0,0.9994550368258496,0.9994535478332276,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.1}",0.8203850385038504,753.0,0.3161146545165635,552.0,0.8768741646462763,188.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 0.5}",0.8003514240312921,1037.0,0.2804301739281391,1016.0,0.8549899822309254,707.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 200, 'learning_rate': 1}",0.7929287373181761,1098.0,0.27861287970534576,1032.0,0.8541152503211904,734.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.01}",0.8137085930815303,866.0,0.30459433341470066,722.0,0.8628384720538562,544.0,0.977932703730102,0.977493782050712,0.9979473014260642
5000,xgb,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.05}",0.8332361569490281,515.0,0.3228398352663265,466.0,0.878261627282005,161.0,0.9991847826086956,0.9991825613079021,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.1}",0.8176530986431978,807.0,0.31365485715277297,586.0,0.8747664943506775,243.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.5}",0.7951381249236036,1080.0,0.2736349655431541,1089.0,0.8569921599786563,661.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 1}",0.7736230289695637,1261.0,0.25572029493695403,1240.0,0.8475814987929462,882.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.01}",0.7726231512040093,1272.0,0.2549157035120709,1246.0,0.8278431425877573,1150.0,0.9439103706343548,0.9430012145688972,0.9809183582982924
5000,xgb,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.05}",0.8337428187263172,506.0,0.3226871654669249,468.0,0.8749039327028679,235.0,0.9746748039914468,0.9740708588983159,0.995662346045292
5000,xgb,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.1}",0.8342378682312674,499.0,0.32262770994526685,470.0,0.8700704125481785,352.0,0.9891037063435494,0.9889790060553464,0.9997319792825776
5000,xgb,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.5}",0.8018322943405451,1018.0,0.29772857271144904,802.0,0.8726729845958182,290.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 10, 'learning_rate': 1}",0.783027136046938,1202.0,0.2774174417374677,1044.0,0.8520027136044801,782.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.01}",0.8025559222588925,1011.0,0.27523821310233176,1064.0,0.825126966480946,1175.0,0.9490808386790212,0.9477468265978376,0.9853421141593428
5000,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.05}",0.8263189096687447,644.0,0.3248095053902663,433.0,0.8714307966101476,319.0,0.9814757068187218,0.9811872641598554,0.9987342119744084
5000,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.1}",0.8285460212687935,608.0,0.31551883796916463,560.0,0.881897285812715,88.0,0.9937381206937516,0.9936940522403204,0.9999290791622688
5000,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 0.5}",0.8035643564356436,996.0,0.2899797172095268,899.0,0.8644712631843425,505.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 100, 'learning_rate': 1}",0.7857474636352524,1176.0,0.2747980099178719,1071.0,0.8508582061523479,807.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.01}",0.7835124067962352,1198.0,0.2635497177215189,1183.0,0.8278278714798584,1151.0,0.945803635067712,0.9442338130785816,0.9832486831775616
5000,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.05}",0.8126934360102677,884.0,0.29763215744910754,804.0,0.8648761151000871,500.0,0.9839362081254454,0.983683955805546,0.9991378554329918
5000,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.1}",0.8312651265126514,556.0,0.32305137108761983,462.0,0.8761340703872932,206.0,0.9950938465193636,0.9950609127920002,0.999985231568998
5000,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 0.5}",0.7993491015768244,1046.0,0.2807531445064532,1011.0,0.861450106070496,572.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 200, 'learning_rate': 1}",0.7793142647598092,1229.0,0.2568632036894324,1229.0,0.8403225533849309,1015.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.01}",0.7802964185307418,1222.0,0.2557727343223112,1237.0,0.8240756900086514,1183.0,0.9496228320266098,0.9483362740730474,0.9840299614452443
5000,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.05}",0.8379476836572547,439.0,0.3378011045427709,309.0,0.8712041000650151,324.0,0.9822953789498694,0.9819988431347864,0.998833625754353
5000,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.1}",0.8302878621195452,571.0,0.3282920767482861,400.0,0.8758111317035517,217.0,0.9937351508671892,0.9936910456989608,0.9999674447139516
5000,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 0.5}",0.7961276127612761,1073.0,0.27947243663464205,1026.0,0.8565444589498113,676.0,1.0,1.0,1.0
5000,xgb,"{'n_estimators': 50, 'max_depth': 50, 'learning_rate': 1}",0.7926714338100478,1105.0,0.2814317965775541,1000.0,0.8567639967077998,667.0,1.0,1.0,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.9495306197286396,1.0,0.0,1324.0,0.5,1313.0,0.5,0.0,0.5
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.1}",0.901281016990588,102.0,0.4205482881661659,116.0,0.8702735014466512,342.0,0.9185747802328346,0.9113295562661872,0.9895748961576752
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.25}",0.8750586725339201,191.0,0.3679641856648311,187.0,0.8629512035245451,539.0,0.9910088500831552,0.9909163873340792,0.999522647919236
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.5}",0.8787660432709938,183.0,0.3724001481790605,182.0,0.8581259600092214,638.0,0.9967317058683772,0.9967182967753688,0.9999613107590952
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",0.8617039481725949,222.0,0.34061831214383936,288.0,0.8587935929988293,624.0,0.99891155856498,0.9989085887051624,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 2}",0.8545324532453245,250.0,0.3260601208665185,421.0,0.8527314366918437,763.0,0.9997267759562842,0.9997260273972604,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.8584830705292752,232.0,0.3349118899940195,330.0,0.8404984520053671,1009.0,0.982837372297458,0.982526453436509,0.9999374870559591
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.8347378071140448,487.0,0.3017713059027488,759.0,0.8184283580572131,1225.0,0.9972751841292468,0.997266233822167,0.9999970463137996
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.25}",0.8275595892922626,623.0,0.2829237598731445,978.0,0.8183654321239484,1226.0,0.9991832976954148,0.9991810682691952,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.5}",0.8245868475736463,682.0,0.2799816554891229,1022.0,0.7979161720919328,1276.0,0.9997282608695652,0.9997275204359676,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 1}",0.8258256936804791,655.0,0.2903023437869842,895.0,0.8050528053638775,1265.0,1.0,1.0,1.0
9559,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 2}",0.8149474391883633,842.0,0.2685300162677129,1132.0,0.8021793269703986,1271.0,1.0,1.0,1.0
9559,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.4108654198753208,1329.0,0.05835094026980976,1316.0,0.5,1313.0,0.5,0.4,0.5
9559,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.8876720449822759,164.0,0.4015094722131513,153.0,0.8749780905821316,234.0,0.9193825730577334,0.9142798183940591,0.9889730643592672
9559,lr,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.25}",0.8755573890722406,187.0,0.3814896983582382,174.0,0.8754851349128643,223.0,0.989924863387978,0.9898192133051741,0.9991538215141152
